Theme,Palette Name,Color Index,R,G,B
noir-accent,Sapphire Shadow,11,0.1500,0.1500,0.1500
pastel,Lavender Haze,0,0.8000,0.7500,0.9000
pastel,Lavender Haze,1,0.7000,0.6500,0.8000
pastel,Lavender Haze,2,0.9000,0.8500,0.9500
pastel,Lavender Haze,3,0.6000,0.5500,0.7000
pastel,Lavender Haze,4,0.9500,0.9000,0.9800
pastel,Lavender Haze,5,0.7500,0.7000,0.8500
pastel,Lavender Haze,6,0.8500,0.8000,0.9200
pastel,Lavender Haze,7,0.6500,0.6000,0.7500
pastel,Lavender Haze,8,0.9200,0.8800,0.9600
pastel,Lavender Haze,9,0.5500,0.5000,0.6500
pastel,Lavender Haze,10,0.9800,0.9600,0.9900
pastel,Lavender Haze,11,0.8200,0.7800,0.9100
seasonal,Autumn Gold,0,0.7000,0.4000,0.0000
seasonal,Autumn Gold,1,0.8500,0.6000,0.1000
seasonal,Autumn Gold,2,0.5000,0.2000,0.0000
seasonal,Autumn Gold,3,0.9500,0.8000,0.2000
seasonal,Autumn Gold,4,0.6000,0.3000,0.0000
seasonal,Autumn Gold,5,1.0000,0.9000,0.4000
seasonal,Autumn Gold,6,0.4000,0.1500,0.0000
seasonal,Autumn Gold,7,0.9000,0.7000,0.1500
seasonal,Autumn Gold,8,0.7500,0.5000,0.0500
seasonal,Autumn Gold,9,0.9800,0.8500,0.3000
seasonal,Autumn Gold,10,0.6500,0.3500,0.0200
seasonal,Autumn Gold,11,0.8000,0.5500,0.0800
seasonal,Winter Sky,0,0.6000,0.7000,0.8000
seasonal,Winter Sky,1,0.4000,0.5000,0.6000
seasonal,Winter Sky,2,0.8000,0.8500,0.9000
seasonal,Winter Sky,3,0.2000,0.3000,0.4000
seasonal,Winter Sky,4,0.9000,0.9200,0.9500
seasonal,Winter Sky,5,0.5000,0.6000,0.7000
seasonal,Winter Sky,6,0.7000,0.7800,0.8500
seasonal,Winter Sky,7,0.3000,0.4000,0.5000
seasonal,Winter Sky,8,0.9500,0.9800,0.9900
seasonal,Winter Sky,9,0.1000,0.2000,0.3000
seasonal,Winter Sky,10,0.8500,0.8800,0.9200
seasonal,Winter Sky,11,0.0500,0.1500,0.2500
steampunk,Aged Cogwheel,0,0.4000,0.3500,0.3000
steampunk,Aged Cogwheel,1,0.6000,0.4000,0.1000
steampunk,Aged Cogwheel,2,0.2000,0.1800,0.1500
steampunk,Aged Cogwheel,3,0.5000,0.4500,0.4000
steampunk,Aged Cogwheel,4,0.7000,0.5000,0.2000
steampunk,Aged Cogwheel,5,0.1000,0.0800,0.0500
steampunk,Aged Cogwheel,6,0.3000,0.2500,0.2000
steampunk,Aged Cogwheel,7,0.6500,0.4200,0.1500
steampunk,Aged Cogwheel,8,0.1500,0.1200,0.1000
steampunk,Aged Cogwheel,9,0.5500,0.3800,0.0800
steampunk,Aged Cogwheel,10,0.2500,0.2200,0.1800
steampunk,Aged Cogwheel,11,0.4500,0.3000,0.0500
underwater,Kelp Forest,0,0.1000,0.3000,0.0500
underwater,Kelp Forest,1,0.2000,0.5000,0.1000
underwater,Kelp Forest,2,0.0500,0.1500,0.2000
underwater,Kelp Forest,3,0.3000,0.6500,0.1500
underwater,Kelp Forest,4,0.0000,0.0500,0.1000
underwater,Kelp Forest,5,0.4000,0.8000,0.2000
underwater,Kelp Forest,6,0.1500,0.4000,0.0800
underwater,Kelp Forest,7,0.0200,0.1000,0.1500
underwater,Kelp Forest,8,0.2500,0.5800,0.1200
underwater,Kelp Forest,9,0.0800,0.2500,0.0200
underwater,Kelp Forest,10,0.3500,0.7200,0.1800
underwater,Kelp Forest,11,0.0000,0.0000,0.0000
vintage,Faded Tapestry,0,0.6000,0.5000,0.4000
vintage,Faded Tapestry,1,0.4000,0.3000,0.2500
vintage,Faded Tapestry,2,0.7500,0.6500,0.5000
vintage,Faded Tapestry,3,0.2000,0.1500,0.1000
vintage,Faded Tapestry,4,0.8000,0.7500,0.6000
vintage,Faded Tapestry,5,0.5000,0.4000,0.3000
vintage,Faded Tapestry,6,0.7000,0.5500,0.4500
vintage,Faded Tapestry,7,0.3000,0.2500,0.2000
vintage,Faded Tapestry,8,0.8500,0.8000,0.7000
vintage,Faded Tapestry,9,0.1000,0.0800,0.0500
vintage,Faded Tapestry,10,0.9000,0.8800,0.8200
vintage,Faded Tapestry,11,0.6500,0.4500,0.3500
vibrant,Chromatic Burst,0,1.0000,0.0000,0.0000
vibrant,Chromatic Burst,1,0.0000,1.0000,0.0000
vibrant,Chromatic Burst,2,0.0000,0.0000,1.0000
vibrant,Chromatic Burst,3,1.0000,1.0000,0.0000
vibrant,Chromatic Burst,4,0.0000,1.0000,1.0000
vibrant,Chromatic Burst,5,1.0000,0.0000,1.0000
vibrant,Chromatic Burst,6,1.0000,0.5000,0.0000
vibrant,Chromatic Burst,7,0.5000,1.0000,0.0000
vibrant,Chromatic Burst,8,0.0000,1.0000,0.5000
vibrant,Chromatic Burst,9,0.0000,0.5000,1.0000
vibrant,Chromatic Burst,10,0.5000,0.0000,1.0000
vibrant,Chromatic Burst,11,1.0000,0.0000,0.5000
vibrant,Electric Jungle,0,0.0000,1.0000,0.5000
vibrant,Electric Jungle,1,1.0000,0.2000,0.8000
vibrant,Electric Jungle,2,0.5000,1.0000,0.0000
vibrant,Electric Jungle,3,1.0000,0.8000,0.0000
vibrant,Electric Jungle,4,0.2000,0.0000,1.0000
vibrant,Electric Jungle,5,0.8000,0.0000,0.5000
vibrant,Electric Jungle,6,0.0000,0.5000,1.0000
vibrant,Electric Jungle,8,0.0000,0.0000,0.0000
vibrant,Electric Jungle,7,1.0000,0.5000,0.0000
vibrant,Electric Jungle,9,1.0000,0.0000,0.2000
vibrant,Electric Jungle,10,0.3000,1.0000,0.8000
vibrant,Electric Jungle,11,0.9000,0.9000,0.9000
warm,Autumn Orchard,0,0.6000,0.2000,0.0000
warm,Autumn Orchard,1,0.8000,0.4000,0.1000
warm,Autumn Orchard,2,0.4000,0.1000,0.0000
warm,Autumn Orchard,3,0.9500,0.7000,0.2000
warm,Autumn Orchard,4,0.7000,0.3000,0.0000
warm,Autumn Orchard,5,1.0000,0.9000,0.5000
warm,Autumn Orchard,6,0.3000,0.0500,0.0000
warm,Autumn Orchard,7,0.9000,0.5000,0.1500
warm,Autumn Orchard,8,0.5000,0.1500,0.0000
warm,Autumn Orchard,9,0.9800,0.8000,0.3000
warm,Autumn Orchard,10,0.6500,0.2500,0.0000
warm,Autumn Orchard,11,0.8500,0.4500,0.1200
warmcool,Volcanic Shore,0,0.1000,0.0500,0.0200
warmcool,Volcanic Shore,1,0.0000,0.2000,0.4000
warmcool,Volcanic Shore,2,0.8000,0.1000,0.0000
warmcool,Volcanic Shore,3,0.1000,0.4000,0.6000
warmcool,Volcanic Shore,4,0.0200,0.0100,0.0000
warmcool,Volcanic Shore,5,1.0000,0.4000,0.0000
warmcool,Volcanic Shore,6,0.2000,0.6000,0.8000
warmcool,Volcanic Shore,7,0.6000,0.0500,0.0000
warmcool,Volcanic Shore,8,0.0000,0.1000,0.2500
warmcool,Volcanic Shore,9,0.9000,0.2000,0.0000
warmcool,Volcanic Shore,10,0.3000,0.7000,0.9000
warmcool,Volcanic Shore,11,0.0000,0.0000,0.0000
